wn_synset,wn_definition,wn_ili,wn_members,wn_wd_qid
06945799-n,Tibeto-Burman languages spoken in northernmost Burma and adjacent China and India,i73008,Kachin|Kachinic|Kachin language|Kachinic language,Q1515454
06945962-n,a Kachinic language,i73009,Jinghpo|Jinghpaw|Chingpo|Chingpo language|Jinghpaw language|Jinghpo language,Q33332
06946056-n,Kamarupan languages spoken in western Burma and Bangladesh and easternmost India,i73010,Kuki|Chin|Kuki-Chin|Kuki language|Kuki-Chin language|Chin language,Q832413
06946206-n,Kamarupan languages spoken in northeastern India and western Burma,i73011,Naga|Naga language,Q11323745
06946466-n,Kamarupan languages spoken in the state of Assam in northeastern India,i73013,Bodo-Garo|Barish|Barish language|Bodo-Garo language,Q4090000
06946601-n,little known Kamarupan languages,i73014,Miri|Mirish|Abor|Dafla|Dafla language|Mirish language|Miri language|Abor language,Q3217538
06946797-n,Himalayish language spoken in the Kathmandu valley of Nepal,i73016,Newari|Newari language,Q33979
06946909-n,a family of Sino-Tibetan languages spoken in southeastern Asia,i73017,Kadai|Kam-Tai|Kadai language,Q34171
06947086-n,a group of Kadai languages,i73018,Kam-Sui,Q1023641
06947166-n,the most widespread and best known of the Kadai family of languages,i73019,Tai,Q749720
06947625-n,"a branch of the Tai languages, spoken in the north, mainly along Red and Black rivers, Lai Chau, Dien Bien, Lao Cai, and Son La provinces; some in the south, Lam Dòng Province, Tung Nghia",i73020,White Tai,Q7675751
06947710-n,"a branch of the Tai languages, spoken in Kachin State, from Myitkyina to Bamaw township, and Sagaing Region, Homalin township, along the Irrawaddy, Chindwin, and Uru rivers",i73021,Red Tai,Q7675773
06947888-n,"a branch of the Tai languages, spoken in Southwest Yunnan Province, Dehong Dai and Jingpo autonomous prefectures, Baoshan, Simao, and Lincang municipal prefectures",i73023,Tai Nuea|Chinese Shan|Dehong Dai,Q36556
06948091-n,"a branch of the Tai languages, spoken in Southern Yunnan Province, Xishuangbanna Dai autonomous prefecture, 3 counties: Jinghong (Chiang Hung, Chien Rung), Menghai, and Mengla, also a few in Simao municipal prefecture, Jiangcheng Hani and Yi Autonomous counties",i73025,Tai Lue|Xishuangbanna Dai,Q36948
06948194-n,"a branch of the Tai languages, spoken in Chiang Mai, Chiang Rai, Lamphun, Lampang, Mae Hong Son, Sukhothai, Nan, Phayao, Phrae, Uttaradit, Tak, and Kamphaeng Phet provinces",i73026,Tai Yuan|Kam Muang,Q565110
06948600-n,"a branch of the Tai languages, spoken in Surat Thani, Chumphon, Nakhon Si Thammarat, Songkhla, Phatthalung, Ranong, Phangnga, Phuket, Krabi, Trang, Prachuap Khiri Khan, Pattani, Yala, and Satun provinces",i73030,Southern Tai,Q56508
06948688-n,"a branch of the Tai languages, spoken in central and northeast Vietnam, near China border, Cao Bang, Lang Son, Bac Giang, Bac Kan, Thai Nguyen, Ha Giang, Tuyen Quang, Yen Bai, and Hai Duong provinces, Bac Thai, Quang Ninh, Ha Bac, south in Lam Dong Province,Tung Nghia and Song Mao and possibly in Laos",i73031,Tay|Tho,Q2511476
06948767-n,"a branch of the Tai languages, spoken in the north, mainly Cao Bang, Lang Son, Bac Kan, Tuyen Quang, Ha Giang, Lao Cai and Thai Nguyen provinces, possibly in Ho Chi Minh City and other sothern locations",i73032,Nung,Q72695
06949397-n,a family of languages spoken in southern and southeastern Asia,i73039,Austro-Asiatic|Austro-Asiatic language|Munda-Mon-Khmer,Q33199
06949600-n,a family of languages spoken by people scattered throughout central India,i73040,Munda,Q33892
06949725-n,a branch of the Austro-Asiatic languages,i73041,Mon-Khmer,Q337657
06949875-n,a language of uncertain affiliation spoken by the Hmong,i73042,Hmong|Hmong language|Miao|Miao language,Q3307894
06950308-n,the family of languages spoken in Australia and Formosa and Malaysia and Polynesia,i73046,Austronesian|Austronesian language,Q49228
06950545-n,the branch of the Austronesian languages spoken from Madagascar to the central Pacific,i73047,Malayo-Polynesian|Polynesian,Q143158
06950762-n,an eastern subfamily of Malayo-Polynesian languages,i73048,Oceanic|Eastern Malayo-Polynesian,Q940966
06950967-n,the Polynesian language spoken by the Tongan people,i73049,Tongan|Tongan language,Q34094
06951506-n,a western subfamily of Malayo-Polynesian languages,i73054,Western Malayo-Polynesian,Q2699398
06951664-n,a western subfamily of Western Malayo-Polynesian languages,i73055,Malay,Q12636082
06952518-n,official language of the Philippines; based on Tagalog; draws its lexicon from other Philippine languages,i73061,Philippine|Filipino|Filipino language|Philippine language,Q33298
06953463-n,the Austronesian languages spoken on Formosa,i73067,Formosan|Formosan language,Q715278
06953616-n,a language spoken by a Malaysian people on Formosa,i73068,Tayalic|Atayalic|Atayalic language|Tayalic language,Q716610
06953731-n,"a group of Formosan languages comprising Tsou, Kanakanabu and Saaroa",i73069,Tsouic|Tsouic language,Q716659
06953803-n,a Formosan language spoken by the Paiwan people in Taiwan,i73070,Paiwanic|Paiwanic language,Q11078043
06953877-n,any of the indigenous languages spoken in Papua New Guinea or New Britain or the Solomon Islands that are not Malayo-Polynesian languages,i73071,Papuan|Papuan language,Q236425
06954103-n,a family of languages spoken in southern Africa,i73072,Khoisan|Khoisan language,Q33614
06954241-n,any of the Khoisan languages spoken by the pastoral people of Namibia and South Africa,i73073,Khoikhoin|Khoikhoi|Hottentot|Khoikhoi language|Hottentot language|Khoikhoin language,Q13301
06954406-n,the family of languages that by 1000 BC were spoken throughout Europe and in parts of southwestern and southern Asia,i73074,Indo-European|Indo-European language|Indo-Hittite,Q19860
06954856-n,a prehistoric unrecorded language that was the ancestor of all Indo-European languages,i73075,Proto-Indo European|PIE|Proto-Indo European language,Q37178
06955181-n,the dialect of Albanian spoken in northern Albania and Yugoslavia,i73077,Gheg|Gheg dialect,Q181037
06955312-n,the dialect of Albanian spoken in southern Albania and in areas of Greece and Italy,i73078,Tosk|Tosk dialect,Q180937
06955636-n,a minor and almost extinct branch of the Indo-European languages; spoken along the Dalmatian coast,i73080,Illyrian,Q35976
06955983-n,a Thraco-Phrygian language spoken by the ancient people of Thrace but extinct by the early Middle Ages,i73082,Thracian|Thracian language,Q36793
06956140-n,a Thraco-Phrygian language spoken by the ancient inhabitants of Phrygia and now extinct — preserved only in a few inscriptions,i73083,Phrygian|Phrygian language,Q36751
06956320-n,a family of Indo-European languages including the Slavic and Baltic languages,i73084,Balto-Slavic|Balto-Slavic language|Balto-Slavonic,Q147356
06956533-n,a branch of the Indo-European family of languages,i73085,Slavic|Slavic language|Slavonic|Slavonic language,Q23526
06956918-n,the Slavic language into which the Bible was translated in the 9th century,i73086,Old Church Slavonic|Old Church Slavic|Church Slavic|Old Bulgarian|Old Bulgarian language|Church Slavic language|Old Church Slavic language|Old Church Slavonic language,Q33251
06957772-n,The South Slavic language that is the official language of Slovenia and spoken by the majority of its population,i73093,Slovenian|Slovene|Slovenian language|Slovene language,Q9063
06958441-n,a branch of the Indo-European family of languages related to the Slavonic languages; Baltic languages have preserved many archaic features that are believed to have existed in Proto-Indo European,i73098,Baltic|Baltic language,Q33136
06958779-n,a dead language of the (non-German) Prussians (extinct after 1700); thought to belong to the Baltic branch of Indo-European,i73099,Old Prussian,Q35501
06959259-n,a branch of the Indo-European family of languages; members that are spoken currently fall into two major groups: Scandinavian and West Germanic,i73102,Germanic|Germanic language,Q21200
06959585-n,a branch of the Germanic languages,i73103,West Germanic|West Germanic language,Q26721
06960420-n,a nonstandard form of American English characteristically spoken by African Americans in the United States,i73106,African American Vernacular English|AAVE|African American English|Black English|Black English Vernacular|Black Vernacular|Black Vernacular English|Ebonics,Q48767245
06960911-n,the nonstandard dialect of natives of Newcastle-upon-Tyne,i73108,geordie,Q653421
06961523-n,English from about 1100 to 1450,i73111,Middle English,Q36395
06962353-n,English prior to about 1100,i73118,Old English|Anglo-Saxon|Anglo-Saxon language,Q42365
06962524-n,a literary dialect of Old English,i73119,West Saxon,Q2658603
06962614-n,"comprises the Mercian and Northumbrian dialects, two of the major dialects of Old English often classified together as the Anglian dialects",i73120,Anglian,Q121142917
06962708-n,"a southern dialect of Old English, spoken in the Anglo-Saxon kingdom of Kent",i73121,Kentish|Jutish,Q11687485
06963162-n,a dialect of English spoken in the Lowlands of Scotland,i73124,Lallans|Scottish Lallans,Q5197377
06964877-n,a dialect of High German spoken in parts of Pennsylvania and Maryland,i73129,Pennsylvania Dutch,Q22711
06965242-n,Low German from 1100 to 1500,i73132,Middle Low German|Middle Low German language,Q505674
06965794-n,the Germanic language of Scandinavia up until about 700,i73136,Proto-Norse|Proto-Norse language,Q1671294
06965907-n,the extinct Germanic language of medieval Scandinavia and Iceland from about to 700 to 1350,i73137,Old Norse|Old Norse language,Q35505
06966072-n,the extinct dialect of Old Norse that was spoken in Iceland up until about 1600,i73138,Old Icelandic,Q34909
06967201-n,book language; one of two official languages of Norway; closely related to Danish,i73144,Bokmal|Bokmaal|Dano-Norwegian|Bokmaal language|Dano-Norwegian language|Bokmal language,Q25167
06967380-n,in 1929 this dialect of Norwegian was officially renamed Bokmal,i73145,Riksmal|Riksmaal,Q37015
06967982-n,a West Germanic language spoken in Friesland in the northwestern Netherlands; a near relative of English,i73149,Frisian|Frisian language,Q27175
06968300-n,an extinct branch of the Germanic languages,i73151,East Germanic|East Germanic language,Q108662
06968671-n,a (postulated) group of languages including many of the indigenous languages of Russia (but not Russian),i73153,Ural-Altaic,Q728651
06968869-n,a family of Ural-Altaic languages,i73154,Uralic|Uralic language,Q34113
06969027-n,a family of Uralic languages indigenous to Scandinavia and Hungary and Russia and western Siberia (prior to the Slavic expansion into those regions),i73155,Finno-Ugric|Finno-Ugrian,Q79890
06969284-n,one of two branches of the Finno-Ugric languages; a family of languages including Finnish and Estonian (but not Hungarian),i73156,Fennic|Finnic|Non-Ugric|Baltic-Finnic,Q33328
06969636-n,a group of Finnic languages spoken in the northwest Urals,i73158,Permic,Q161493
06970143-n,the Finnic language spoken by the Mordvinians,i73162,Mordva|Mordvin|Mordvinian|Mordvinian language|Mordvin language|Mordva language,Q627313
06970918-n,a Baltic-Finnic language,i73167,Ludian|Ludian language,Q33918
06971355-n,one of the two branches of the Finno-Ugric family of languages; spoken in Hungary and northwestern Siberia,i73171,Ugric|Ugrian,Q156631
06972001-n,any of the languages spoken by the Lapps and generally assumed to be Uralic languages,i73175,Lappic|Lappish|Lappic language|Lappish language,Q163652
06972167-n,the language of nomadic Lapps in northern Scandinavia and the Kola Peninsula,i73176,Lapp|Sami|Saami|Same|Saame|Saame language|Sami language|Saami language|Lapp language|Same language,Q56463
06972324-n,the Uralic languages spoken by the Samoyed in northwestern Siberia,i73177,Samoyedic|Samoyed|Samoyed language|Samoyedic language,Q34005
06973306-n,any of several related languages of the Celts in Ireland and Scotland,i73183,Gaelic|Goidelic|Erse|Goidelic language|Erse language|Gaelic language,Q56433
06973688-n,Irish Gaelic up to about 1100,i73185,Old Irish|Old Irish language,Q35308
06973773-n,Irish Gaelic from 1100 to 1500,i73186,Middle Irish|Middle Irish language,Q36116
06974139-n,a southern group of Celtic languages,i73189,Brythonic|Brittanic,Q156877
06975090-n,"an extinct Italic language of ancient southern Italy, spoken by a number of tribes, including the Samnites, the Aurunci, and the Sidicini",i73196,Oscan|Oscan language,Q36653
